CustomerID,Gender,Age,City,JoinYear,LoyaltyTier
CUST00085,Female,29,Tabuk,2023,Gold
CUST00086,Female,61,Madinah,2023,Platinum
CUST00087,Male,33,Madinah,2023,Gold
CUST00088,Male,37,Madinah,2024,Silver
CUST00089,Female,38,Tabuk,2021,Gold
CUST00090,Female,25,Hail,2024,Platinum
CUST00091,Female,70,Eastern,2025,Silver
CUST00092,Female,20,Madinah,2024,Bronze
CUST00093,Female,46,Madinah,2024,Platinum
CUST00094,Male,30,Asir,2021,Gold
CUST00095,Male,24,Hail,2024,Silver
CUST00096,Male,21,Asir,2020,Silver
CUST00097,Male,24,Eastern,2021,Platinum
CUST00098,Male,61,Jeddah,2019,Silver
CUST00099,Female,59,Tabuk,2022,Silver
CUST00100,Female,38,Madinah,2024,Bronze
CUST00101,Male,59,Hail,2020,Bronze
CUST00102,Male,44,Jeddah,2019,Platinum
CUST00103,Female,29,Madinah,2019,Bronze
CUST00104,Female,54,Hail,2019,Gold
CUST00105,Female,47,Asir,2023,Platinum
CUST00106,Male,50,Tabuk,2021,Silver
CUST00107,Male,39,Jeddah,2024,Platinum
CUST00108,Female,63,Jeddah,2019,Gold
CUST00109,Female,54,Makkah,2020,Platinum
CUST00110,Female,50,Eastern,2019,Platinum
CUST00111,Male,29,Jeddah,2022,Gold
CUST00112,Male,18,Madinah,2022,Silver
CUST00113,Female,66,Madinah,2021,Gold
CUST00114,Male,34,Eastern,2024,Silver
CUST00115,Male,60,Riyadh,2022,Gold
CUST00116,Male,43,Asir,2024,Gold
CUST00117,Male,58,Madinah,2021,Silver
CUST00118,Male,26,Tabuk,2020,Platinum
CUST00119,Female,44,Asir,2022,Silver
CUST00120,Male,61,Hail,2025,Bronze
CUST00121,Female,51,Eastern,2019,Bronze
CUST00122,Male,53,Asir,2020,Silver
CUST00123,Male,38,Asir,2022,Bronze
CUST00124,Male,63,Hail,2022,Bronze
CUST00125,Female,69,Riyadh,2022,Silver
CUST00126,Female,47,Hail,2019,Platinum
CUST00127,Female,64,Riyadh,2022,Gold
CUST00128,Male,65,Makkah,2023,Bronze
CUST00129,Male,45,Eastern,2024,Bronze
CUST00130,Male,22,Tabuk,2019,Gold
CUST00131,Female,29,Jeddah,2025,Platinum
CUST00132,Female,42,Tabuk,2025,Platinum
CUST00133,Female,23,Asir,2020,Gold
CUST00134,Male,29,Asir,2022,Silver
CUST00135,Male,18,Riyadh,2021,Platinum
CUST00136,Female,52,Eastern,2025,Silver
CUST00137,Male,47,Eastern,2020,Gold
CUST00138,Male,64,Riyadh,2019,Platinum
CUST00139,Male,33,Makkah,2019,Bronze
CUST00140,Male,46,Hail,2024,Bronze
CUST00141,Male,65,Riyadh,2022,Platinum
CUST00142,Male,52,Makkah,2025,Bronze
CUST00143,Male,50,Madinah,2020,Gold
CUST00144,Female,33,Madinah,2020,Silver
CUST00145,Female,37,Madinah,2019,Silver
CUST00146,Female,53,Tabuk,2019,Gold
CUST00147,Female,68,Asir,2021,Platinum
CUST00148,Female,27,Madinah,2022,Silver
CUST00149,Female,33,Makkah,2021,Silver
CUST00150,Female,21,Asir,2022,Platinum
CUST00151,Male,42,Makkah,2021,Silver
CUST00152,Female,59,Riyadh,2022,Gold
CUST00153,Male,52,Makkah,2019,Gold
CUST00154,Female,61,Hail,2023,Bronze
CUST00155,Male,30,Hail,2024,Silver
CUST00156,Female,31,Eastern,2021,Bronze
CUST00157,Male,30,Riyadh,2024,Platinum
CUST00158,Male,62,Hail,2024,Silver
CUST00159,Female,33,Asir,2021,Gold
CUST00160,Female,47,Asir,2024,Gold
CUST00161,Female,34,Eastern,2023,Platinum
CUST00162,Female,24,Tabuk,2025,Gold
CUST00163,Male,41,Eastern,2022,Bronze
CUST00164,Male,65,Jeddah,2019,Gold
CUST00165,Female,36,Jeddah,2020,Gold
CUST00166,Male,42,Hail,2025,Silver
CUST00167,Female,53,Eastern,2021,Platinum
CUST00168,Female,47,Jeddah,2024,Gold
CUST00169,Male,26,Asir,2022,Silver
CUST00170,Male,51,Riyadh,2025,Bronze
CUST00171,Male,66,Riyadh,2022,Silver
CUST00172,Male,22,Jeddah,2019,Silver
CUST00173,Female,41,Riyadh,2023,Platinum
CUST00174,Female,19,Riyadh,2023,Platinum
CUST00175,Male,19,Asir,2024,Gold
CUST00176,Female,19,Asir,2025,Platinum
CUST00177,Male,24,Riyadh,2023,Silver
CUST00178,Male,30,Hail,2023,Gold
CUST00179,Female,35,Eastern,2019,Gold
CUST00180,Female,47,Hail,2020,Silver
CUST00181,Female,61,Riyadh,2024,Bronze
CUST00182,Male,43,Eastern,2022,Platinum
CUST00183,Male,58,Riyadh,2024,Silver
CUST00184,Male,49,Eastern,2024,Gold
CUST00185,Male,51,Riyadh,2020,Silver
CUST00186,Female,35,Riyadh,2019,Gold
CUST00187,Male,29,Eastern,2019,Silver
CUST00188,Male,66,Eastern,2019,Gold
CUST00189,Male,54,Makkah,2023,Platinum
CUST00190,Female,42,Jeddah,2025,Bronze
CUST00191,Female,21,Riyadh,2022,Silver
CUST00192,Male,39,Hail,2025,Platinum
CUST00193,Female,19,Madinah,2025,Platinum
CUST00194,Female,32,Eastern,2023,Platinum
CUST00195,Female,29,Hail,2024,Platinum
CUST00196,Male,67,Hail,2021,Silver
CUST00197,Male,23,Madinah,2020,Platinum
CUST00198,Male,65,Eastern,2021,Gold
CUST00199,Male,23,Riyadh,2021,Platinum
CUST00200,Female,66,Madinah,2019,Silver
CUST00201,Male,29,Eastern,2022,Platinum
CUST00202,Male,19,Riyadh,2021,Bronze
CUST00203,Female,42,Riyadh,2021,Platinum
CUST00204,Female,67,Riyadh,2024,Silver
CUST00205,Male,61,Eastern,2020,Silver
CUST00206,Female,37,Madinah,2022,Silver
CUST00207,Male,28,Eastern,2021,Platinum
CUST00208,Female,48,Riyadh,2021,Gold
CUST00209,Male,64,Tabuk,2023,Silver
CUST00210,Female,24,Jeddah,2021,Bronze
CUST00211,Female,39,Hail,2022,Gold
CUST00212,Female,39,Eastern,2025,Silver
CUST00213,Female,38,Hail,2024,Silver
CUST00214,Female,38,Jeddah,2022,Gold
CUST00215,Female,65,Tabuk,2023,Silver
CUST00216,Female,42,Madinah,2025,Platinum
CUST00217,Female,25,Hail,2020,Silver
CUST00218,Male,64,Tabuk,2024,Silver
CUST00219,Female,69,Madinah,2025,Bronze
CUST00220,Female,61,Tabuk,2020,Gold
CUST00221,Male,34,Jeddah,2024,Platinum
CUST00222,Female,22,Tabuk,2023,Platinum
CUST00223,Female,52,Asir,2025,Platinum
CUST00224,Male,68,Eastern,2024,Bronze
CUST00225,Male,67,Makkah,2024,Gold
CUST00226,Male,59,Hail,2019,Platinum
CUST00227,Female,68,Eastern,2019,Bronze
CUST00228,Male,34,Makkah,2023,Silver
CUST00229,Female,41,Eastern,2022,Silver
CUST00230,Female,19,Tabuk,2019,Gold
CUST00231,Female,23,Riyadh,2025,Silver
CUST00232,Female,37,Eastern,2022,Silver
CUST00233,Female,40,Tabuk,2019,Platinum
CUST00234,Female,38,Riyadh,2021,Bronze
CUST00235,Male,19,Eastern,2024,Bronze
CUST00236,Male,65,Makkah,2023,Silver
CUST00237,Male,39,Asir,2022,Platinum
CUST00238,Male,69,Eastern,2024,Silver
CUST00239,Male,58,Eastern,2022,Bronze
CUST00240,Male,46,Hail,2022,Platinum
CUST00241,Male,63,Makkah,2020,Gold
CUST00242,Male,54,Riyadh,2025,Silver
CUST00243,Female,38,Makkah,2022,Bronze
CUST00244,Female,60,Tabuk,2023,Gold
CUST00245,Female,57,Eastern,2023,Bronze
CUST00246,Female,40,Tabuk,2023,Silver
CUST00247,Female,57,Hail,2019,Silver
CUST00248,Female,25,Makkah,2021,Bronze
CUST00249,Male,41,Jeddah,2023,Platinum
CUST00250,Female,56,Jeddah,2023,Platinum
CUST00251,Female,29,Tabuk,2024,Silver
CUST00252,Male,49,Madinah,2020,Silver
CUST00253,Female,46,Hail,2019,Gold
CUST00254,Male,49,Jeddah,2020,Platinum
CUST00255,Female,44,Tabuk,2022,Platinum
CUST00256,Female,28,Riyadh,2023,Bronze
CUST00257,Male,36,Riyadh,2021,Silver
CUST00258,Female,28,Tabuk,2023,Platinum
CUST00259,Male,54,Riyadh,2021,Gold
CUST00260,Male,66,Tabuk,2023,Silver
CUST00261,Female,24,Makkah,2021,Bronze
CUST00262,Female,34,Eastern,2025,Bronze
CUST00263,Female,25,Makkah,2020,Gold
CUST00264,Female,28,Hail,2020,Silver
CUST00265,Male,69,Riyadh,2023,Gold
CUST00266,Female,56,Asir,2020,Gold
CUST00267,Female,36,Hail,2021,Bronze
CUST00268,Male,66,Eastern,2019,Gold
CUST00269,Male,62,Jeddah,2020,Silver
CUST00270,Female,33,Eastern,2022,Silver
CUST00271,Female,58,Eastern,2022,Platinum
CUST00272,Male,58,Riyadh,2022,Gold
CUST00273,Female,47,Tabuk,2021,Bronze
CUST00274,Male,64,Tabuk,2024,Gold
CUST00275,Male,68,Asir,2022,Silver
CUST00276,Female,70,Makkah,2022,Gold
CUST00277,Female,36,Eastern,2023,Silver
CUST00278,Female,68,Eastern,2024,Bronze
CUST00279,Male,24,Tabuk,2019,Bronze
CUST00280,Male,46,Tabuk,2019,Platinum
CUST00281,Male,62,Jeddah,2024,Gold
CUST00282,Male,35,Riyadh,2024,Gold
CUST00283,Female,23,Eastern,2024,Silver
CUST00284,Male,43,Madinah,2024,Silver
CUST00285,Female,59,Riyadh,2024,Bronze
CUST00286,Male,31,Tabuk,2019,Silver
CUST00287,Male,51,Tabuk,2019,Bronze
CUST00288,Female,70,Riyadh,2025,Platinum
CUST00289,Male,48,Riyadh,2020,Platinum
CUST00290,Male,64,Riyadh,2019,Gold
CUST00291,Female,37,Jeddah,2022,Silver
CUST00292,Male,22,Asir,2023,Bronze
CUST00293,Male,46,Eastern,2024,Silver
CUST00294,Male,44,Hail,2024,Platinum
CUST00295,Male,23,Riyadh,2020,Bronze
CUST00296,Female,40,Eastern,2021,Silver
CUST00297,Male,35,Riyadh,2020,Gold
CUST00298,Male,60,Madinah,2020,Silver
CUST00299,Female,36,Riyadh,2025,Silver
CUST00300,Female,42,Riyadh,2020,Platinum
CUST00301,Male,51,Riyadh,2021,Gold
CUST00302,Male,42,Hail,2022,Gold
CUST00303,Male,66,Tabuk,2025,Bronze
CUST00304,Male,55,Riyadh,2019,Gold
CUST00305,Male,20,Riyadh,2025,Platinum
CUST00306,Female,58,Asir,2025,Platinum
CUST00307,Female,62,Eastern,2019,Silver
CUST00308,Female,23,Madinah,2019,Silver
CUST00309,Male,52,Eastern,2022,Bronze
CUST00310,Female,62,Eastern,2024,Silver
CUST00311,Male,33,Riyadh,2022,Bronze
CUST00312,Female,57,Hail,2019,Gold
CUST00313,Male,25,Riyadh,2024,Silver
CUST00314,Male,28,Tabuk,2021,Gold
CUST00315,Male,41,Jeddah,2024,Gold
CUST00316,Male,67,Riyadh,2021,Platinum
CUST00317,Female,51,Riyadh,2021,Bronze
CUST00318,Female,47,Asir,2021,Bronze
CUST00319,Female,54,Jeddah,2021,Silver
CUST00320,Female,67,Riyadh,2023,Bronze
CUST00321,Male,65,Asir,2019,Bronze
CUST00322,Male,33,Riyadh,2022,Gold
CUST00323,Female,27,Jeddah,2025,Bronze
CUST00324,Female,32,Eastern,2020,Platinum
CUST00325,Female,35,Riyadh,2023,Gold
CUST00326,Male,50,Riyadh,2020,Silver
CUST00327,Male,43,Riyadh,2022,Gold
CUST00328,Female,38,Riyadh,2023,Platinum
CUST00329,Male,41,Makkah,2021,Gold
CUST00330,Male,47,Eastern,2023,Platinum
CUST00331,Male,64,Asir,2025,Silver
CUST00332,Male,18,Eastern,2019,Silver
CUST00333,Female,58,Riyadh,2021,Bronze
CUST00334,Female,65,Madinah,2019,Silver
CUST00335,Male,44,Tabuk,2019,Silver
CUST00336,Female,23,Riyadh,2020,Platinum
CUST00337,Female,47,Riyadh,2023,Bronze
CUST00338,Male,58,Eastern,2019,Bronze
CUST00339,Female,60,Jeddah,2020,Gold
CUST00340,Female,38,Eastern,2024,Gold
CUST00341,Female,46,Madinah,2020,Bronze
CUST00342,Male,26,Hail,2019,Silver
CUST00343,Male,28,Tabuk,2022,Gold
CUST00344,Female,25,Asir,2021,Silver
CUST00345,Female,37,Tabuk,2021,Bronze
CUST00346,Male,28,Madinah,2025,Bronze
CUST00347,Male,38,Jeddah,2019,Silver
CUST00348,Female,43,Asir,2019,Gold
CUST00349,Female,70,Jeddah,2019,Platinum
CUST00350,Female,53,Asir,2020,Bronze
CUST00351,Female,24,Jeddah,2019,Bronze
CUST00352,Male,67,Makkah,2020,Silver
CUST00353,Female,41,Riyadh,2023,Gold
CUST00354,Male,19,Riyadh,2020,Platinum
CUST00355,Male,23,Eastern,2019,Bronze
CUST00356,Female,21,Jeddah,2023,Platinum
CUST00357,Female,49,Riyadh,2022,Platinum
CUST00358,Male,40,Makkah,2020,Gold
CUST00359,Female,46,Jeddah,2019,Silver
CUST00360,Female,49,Eastern,2023,Platinum
CUST00361,Male,23,Madinah,2022,Silver
CUST00362,Female,30,Asir,2020,Bronze
CUST00363,Female,68,Eastern,2022,Platinum
CUST00364,Female,54,Asir,2021,Platinum
CUST00365,Female,29,Riyadh,2021,Silver
CUST00366,Male,69,Madinah,2019,Platinum
CUST00367,Female,67,Hail,2020,Silver
CUST00368,Male,33,Makkah,2021,Bronze
CUST00369,Male,54,Eastern,2021,Silver
CUST00370,Male,33,Hail,2021,Gold
CUST00371,Male,63,Eastern,2023,Silver
CUST00372,Male,69,Tabuk,2023,Gold
CUST00373,Male,49,Riyadh,2019,Bronze
CUST00374,Male,56,Makkah,2019,Platinum
CUST00375,Male,39,Hail,2020,Silver
CUST00376,Female,63,Jeddah,2025,Gold
CUST00377,Male,19,Jeddah,2023,Silver
CUST00378,Male,51,Eastern,2019,Gold
CUST00379,Female,55,Riyadh,2021,Gold
CUST00380,Female,26,Jeddah,2024,Platinum
CUST00381,Female,59,Eastern,2020,Gold
CUST00382,Male,60,Hail,2025,Silver
CUST00383,Female,37,Madinah,2020,Silver
CUST00384,Male,62,Hail,2022,Bronze
CUST00385,Male,56,Eastern,2025,Silver
CUST00386,Male,49,Jeddah,2021,Bronze
CUST00387,Male,40,Eastern,2020,Bronze
CUST00388,Female,46,Riyadh,2021,Silver
CUST00389,Male,62,Riyadh,2021,Gold
CUST00390,Male,64,Riyadh,2019,Platinum
CUST00391,Female,64,Eastern,2020,Platinum
CUST00392,Female,42,Eastern,2023,Platinum
CUST00393,Male,48,Hail,2024,Silver
CUST00394,Male,46,Riyadh,2025,Bronze
CUST00395,Female,19,Eastern,2021,Bronze
CUST00396,Male,39,Jeddah,2022,Silver
CUST00397,Male,53,Riyadh,2021,Platinum
CUST00398,Male,45,Jeddah,2023,Platinum
CUST00399,Male,21,Riyadh,2021,Silver
CUST00400,Male,44,Asir,2024,Gold
CUST00401,Female,37,Makkah,2019,Bronze
CUST00402,Female,54,Asir,2025,Platinum
CUST00403,Male,21,Eastern,2019,Platinum
CUST00404,Male,36,Hail,2022,Silver
CUST00405,Male,19,Makkah,2020,Gold
CUST00406,Male,48,Riyadh,2021,Platinum
CUST00407,Female,49,Madinah,2019,Platinum
CUST00408,Male,41,Eastern,2021,Silver
CUST00409,Female,20,Madinah,2022,Platinum
CUST00410,Female,32,Madinah,2023,Bronze
CUST00411,Male,66,Riyadh,2019,Gold
CUST00412,Female,66,Hail,2020,Bronze
CUST00413,Female,70,Asir,2022,Platinum
CUST00414,Male,48,Madinah,2019,Platinum
CUST00415,Male,50,Hail,2023,Silver
CUST00416,Male,66,Tabuk,2020,Silver
CUST00417,Male,69,Makkah,2020,Bronze
CUST00418,Female,23,Eastern,2020,Silver
CUST00419,Female,38,Riyadh,2019,Platinum
CUST00420,Female,53,Eastern,2025,Gold
CUST00421,Female,18,Hail,2023,Platinum
CUST00422,Male,44,Jeddah,2020,Bronze
CUST00423,Male,54,Riyadh,2025,Gold
CUST00424,Female,44,Madinah,2022,Platinum
CUST00425,Female,20,Jeddah,2021,Platinum
CUST00426,Male,57,Hail,2024,Platinum
CUST00427,Male,43,Eastern,2024,Silver
CUST00428,Male,65,Tabuk,2021,Gold
CUST00429,Male,39,Madinah,2021,Gold
CUST00430,Female,62,Riyadh,2025,Silver
CUST00431,Male,37,Tabuk,2025,Gold
CUST00432,Female,64,Eastern,2023,Bronze
CUST00433,Male,46,Makkah,2025,Platinum
CUST00434,Female,66,Asir,2025,Gold
CUST00435,Male,50,Jeddah,2019,Gold
CUST00436,Female,26,Asir,2023,Bronze
CUST00437,Male,30,Makkah,2025,Bronze
CUST00438,Male,20,Tabuk,2019,Gold
CUST00439,Male,35,Eastern,2025,Platinum
CUST00440,Female,58,Riyadh,2024,Bronze
CUST00441,Male,41,Tabuk,2023,Platinum
CUST00442,Male,48,Hail,2023,Gold
CUST00443,Female,28,Madinah,2024,Bronze
CUST00444,Female,19,Eastern,2019,Silver
CUST00445,Male,32,Makkah,2024,Silver
CUST00446,Female,59,Eastern,2023,Bronze
CUST00447,Male,48,Jeddah,2024,Silver
CUST00448,Male,32,Madinah,2023,Gold
CUST00449,Female,45,Eastern,2025,Gold
CUST00450,Female,34,Makkah,2022,Gold
CUST00451,Female,55,Riyadh,2019,Gold
CUST00452,Female,37,Riyadh,2022,Bronze
CUST00453,Female,35,Eastern,2025,Gold
CUST00454,Female,59,Madinah,2020,Silver
CUST00455,Male,21,Hail,2022,Gold
CUST00456,Male,64,Riyadh,2024,Platinum
CUST00457,Female,34,Eastern,2022,Platinum
CUST00458,Male,55,Hail,2025,Silver
CUST00459,Female,64,Makkah,2024,Platinum
CUST00460,Female,50,Madinah,2025,Silver
CUST00461,Male,36,Riyadh,2022,Silver
CUST00462,Female,64,Asir,2025,Silver
CUST00463,Female,59,Riyadh,2020,Gold
CUST00464,Male,65,Madinah,2022,Gold
CUST00465,Female,34,Hail,2021,Platinum
CUST00466,Male,48,Riyadh,2025,Bronze
CUST00467,Female,30,Asir,2019,Platinum
CUST00468,Female,44,Riyadh,2025,Silver
CUST00469,Male,30,Eastern,2022,Platinum
CUST00470,Male,38,Jeddah,2025,Bronze
CUST00471,Female,39,Jeddah,2021,Bronze
CUST00472,Male,46,Madinah,2020,Silver
CUST00473,Male,49,Riyadh,2020,Platinum
CUST00474,Female,43,Eastern,2022,Platinum
CUST00475,Male,20,Asir,2020,Gold
CUST00476,Male,38,Asir,2020,Bronze
CUST00477,Male,58,Makkah,2020,Gold
CUST00478,Female,26,Riyadh,2022,Gold
CUST00479,Male,22,Riyadh,2021,Gold
CUST00480,Female,64,Asir,2023,Gold
CUST00481,Female,61,Jeddah,2021,Platinum
CUST00482,Female,66,Makkah,2020,Platinum
CUST00483,Male,32,Makkah,2024,Silver
CUST00484,Male,64,Riyadh,2023,Silver
CUST00485,Male,41,Riyadh,2022,Gold
CUST00486,Male,56,Riyadh,2024,Bronze
CUST00487,Male,21,Riyadh,2022,Platinum
CUST00488,Female,25,Asir,2021,Platinum
CUST00489,Male,31,Riyadh,2021,Platinum
CUST00490,Male,60,Asir,2021,Silver
CUST00491,Female,24,Asir,2024,Bronze
CUST00492,Female,25,Riyadh,2022,Silver
CUST00493,Male,67,Madinah,2025,Silver
CUST00494,Female,63,Eastern,2021,Silver
CUST00495,Male,53,Tabuk,2020,Platinum
CUST00496,Female,33,Riyadh,2019,Bronze
CUST00497,Male,54,Tabuk,2020,Bronze
CUST00498,Male,64,Riyadh,2021,Silver
CUST00499,Female,36,Madinah,2022,Bronze
CUST00500,Male,70,Jeddah,2025,Bronze
CUST00501,Female,41,Eastern,2022,Bronze
CUST00502,Male,66,Riyadh,2019,Silver
CUST00503,Male,39,Eastern,2022,Gold
CUST00504,Male,41,Eastern,2020,Bronze
CUST00505,Female,43,Tabuk,2021,Platinum
CUST00506,Female,69,Eastern,2024,Silver
CUST00507,Male,26,Riyadh,2025,Silver
CUST00508,Male,44,Hail,2022,Platinum
CUST00509,Male,57,Eastern,2025,Gold
CUST00510,Male,61,Jeddah,2022,Platinum
CUST00511,Male,44,Tabuk,2019,Bronze
CUST00512,Female,59,Eastern,2019,Silver
CUST00513,Female,51,Asir,2024,Bronze
CUST00514,Female,60,Makkah,2022,Gold
CUST00515,Female,27,Asir,2023,Bronze
CUST00516,Male,59,Jeddah,2023,Platinum
CUST00517,Female,28,Riyadh,2025,Platinum
CUST00518,Female,33,Eastern,2021,Bronze
CUST00519,Male,53,Eastern,2022,Silver
CUST00520,Male,47,Tabuk,2025,Platinum
CUST00521,Male,49,Tabuk,2021,Bronze
CUST00522,Female,65,Riyadh,2019,Platinum
CUST00523,Female,20,Asir,2023,Bronze
CUST00524,Male,68,Hail,2023,Gold
CUST00525,Male,59,Tabuk,2021,Gold
CUST00526,Male,70,Makkah,2025,Platinum
CUST00527,Female,53,Hail,2023,Platinum
CUST00528,Female,63,Tabuk,2019,Bronze
CUST00529,Male,18,Eastern,2021,Gold
CUST00530,Female,62,Riyadh,2019,Silver
CUST00531,Female,26,Eastern,2019,Gold
CUST00532,Male,30,Riyadh,2025,Platinum
CUST00533,Male,47,Makkah,2024,Gold
CUST00534,Male,66,Eastern,2019,Bronze
CUST00535,Female,47,Hail,2023,Silver
CUST00536,Female,18,Asir,2024,Bronze
CUST00537,Female,55,Tabuk,2023,Silver
CUST00538,Male,64,Jeddah,2019,Platinum
CUST00539,Female,50,Eastern,2022,Silver
CUST00540,Female,43,Eastern,2021,Platinum
CUST00541,Male,26,Eastern,2023,Gold
CUST00542,Female,63,Asir,2024,Silver
CUST00543,Male,31,Hail,2024,Gold
CUST00544,Female,61,Jeddah,2024,Silver
CUST00545,Female,63,Riyadh,2025,Gold
CUST00546,Female,55,Hail,2024,Platinum
CUST00547,Female,45,Riyadh,2023,Bronze
CUST00548,Male,42,Jeddah,2019,Bronze
CUST00549,Male,35,Jeddah,2021,Gold
CUST00550,Male,21,Madinah,2020,Bronze
CUST00551,Female,70,Tabuk,2019,Silver
CUST00552,Female,33,Asir,2025,Gold
CUST00553,Male,42,Eastern,2022,Gold
CUST00554,Male,18,Madinah,2020,Platinum
CUST00555,Male,58,Eastern,2025,Silver
CUST00556,Male,36,Tabuk,2020,Bronze
CUST00557,Male,29,Asir,2019,Platinum
CUST00558,Male,45,Madinah,2023,Gold
CUST00559,Male,28,Hail,2025,Gold
CUST00560,Male,39,Tabuk,2024,Silver
CUST00561,Male,27,Eastern,2023,Bronze
CUST00562,Female,49,Hail,2023,Gold
CUST00563,Male,68,Eastern,2023,Silver
CUST00564,Male,51,Riyadh,2025,Silver
CUST00565,Female,52,Asir,2022,Bronze
CUST00566,Female,32,Makkah,2024,Gold
CUST00567,Female,41,Madinah,2020,Platinum
CUST00568,Male,25,Eastern,2022,Silver
CUST00569,Male,20,Eastern,2022,Bronze
CUST00570,Female,34,Asir,2024,Gold
CUST00571,Male,51,Eastern,2023,Platinum
CUST00572,Female,20,Madinah,2024,Silver
CUST00573,Female,50,Riyadh,2019,Silver
CUST00574,Male,58,Riyadh,2020,Silver
CUST00575,Female,24,Makkah,2023,Platinum
CUST00576,Male,65,Jeddah,2019,Platinum
CUST00577,Female,20,Riyadh,2019,Bronze
CUST00578,Male,68,Madinah,2023,Bronze
CUST00579,Male,34,Eastern,2022,Platinum
CUST00580,Female,45,Eastern,2019,Platinum
CUST00581,Male,52,Riyadh,2024,Bronze
CUST00582,Male,62,Riyadh,2021,Bronze
CUST00583,Female,68,Madinah,2023,Bronze
CUST00584,Female,66,Tabuk,2022,Platinum
CUST00585,Male,48,Jeddah,2023,Silver
CUST00586,Male,65,Eastern,2025,Gold
CUST00587,Male,37,Eastern,2019,Silver
CUST00588,Male,20,Riyadh,2023,Platinum
